Instance,"Best of all (IVF)","Best of all (GA)","Best mean (IVF)","Best mean (GA)","Worst of all (IVF)","Worst of all (GA)","Populations fitness mean (IVF)","Populations fitness mean (GA)","Population size (IVF)","Population size (GA)","Interval mean (IVF)","Interval mean (GA)","Evaluations mean (IVF)","Evaluations mean (GA)"
ft06.txt,55,55,58,58,136,159,64,64,72,72,2,1,89625,72072
ft10.txt,1168,1183,1250,1236,2431,2559,1342,1424,200,200,33,27,249812,200200
ft20.txt,1515,1472,1560,1513,2806,3038,1658,1623,200,200,34,27,249882,200200
la01.txt,699,701,732,722,1571,1786,793,798,100,100,4,3,124690,100100
la02.txt,722,737,773,772,1703,1766,830,829,100,100,4,3,124664,100100
la03.txt,663,672,700,704,1442,1564,755,762,100,100,4,3,124673,100100
la04.txt,667,637,691,683,1485,1639,750,750,100,100,4,3,124649,100100
la05.txt,593,593,594,594,1355,1614,643,647,100,100,4,3,124722,100100
la06.txt,941,931,955,974,1921,2188,1031,1057,150,150,15,11,186722,150150
la07.txt,980,978,1015,1007,1957,2166,1090,1126,150,150,14,12,186739,150150
la08.txt,921,917,954,979,2005,2332,1031,1064,150,150,14,12,186856,150150
la09.txt,961,975,1014,1016,2049,2437,1094,1097,150,150,14,12,186754,150150
la10.txt,958,958,982,965,1986,2162,1051,1046,150,150,14,12,186760,150150
la11.txt,1247,1255,1292,1295,2469,2653,1379,1391,200,200,34,27,249986,200200
la12.txt,1081,1074,1088,1104,2165,2478,1175,1207,200,200,34,27,249929,200200
la13.txt,1196,1200,1240,1234,2479,2711,1327,1328,200,200,35,27,249828,200200
la14.txt,1292,1292,1292,1293,2419,2686,1377,1384,200,200,34,27,249907,200200
la15.txt,1375,1407,1427,1433,2602,2951,1516,1528,200,200,34,27,249972,200200
